product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
Aqua Supreme AURICAQUAGRANDROUV 15 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Manufacturing Defects , booster pump, smps.']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,405,49
HAVELLS GHWRPMB015 7 L RO + UV Water Purifier,"₹15,135","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 YEAR ONSITE']",none,none,none
KONVIO Supreme Plus RO+UV+TDS Water Purifier with High TDS 3000 Membrane 8 L RO + UV + TDS Water Purif...,"₹7,999","['Electrical & Storage', 'RO + UV + TDS', '8 L Capacity', '1 Year warranty on electrical parts.']",4.5,4,1
"Aqua Ultra LED Total Computer Control RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifie...","₹5,255","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.8,28,7
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,005",373
EUREKA FORBES Aquasure Amrit New 20 L Gravity Based Water Purifier,"₹2,350","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', '6 Months Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4,"12,094","1,947"
Grand plus Gp Red Swift 10 L RO + UV + UF + TDS Water Purifier,"₹5,265","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3,4,0
KENT Ace Plus 8 L RO + UV + UF + TDS Water Purifier,"₹15,499","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,129",126
Aqua Fresh DT GOLD+ ALKALINE MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier (White) 15 ...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",4,40,7
Aquaguard Enhance 7 L RO + UV + UF + TDS Water Purifier,"₹17,500","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Manufacturer Warranty']",3.8,38,5
Grand plus suprem blue swift 10 L RO + UV + UF + TDS Water Purifier,"₹4,995","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã\x83Â\x83Ã\x82Â¢?Ã\x83Â\x82Ã\x82Â¢\tAll service will chargeable""]",none,none,none
FABER FWP GALAXY FRESH 7 L RO + UV + MAT + pH Enhancer Water Purifier,"₹9,490","['Electrical & Storage', 'RO + UV + MAT + pH Enhancer', '7 L Capacity', '1 Year Warranty on Product']",3.7,7,4
Blue Star Edge Iris 6 L RO + UV Water Purifier,"₹11,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Domestic Warranty']",3.8,48,7
SAMTA dew lite 12 L RO + UV + UF + TDS Water Purifier,"₹4,559","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '12 months replacement of electrical part .installation charges Rs400 & service Rs 250 customer care 720 620 3608']",3.3,12,5
Aqua Model 12 Ltr Copper Filter+ ro + uv + uf + tds Water Purifier + COPPER Filter 12 L RO + UV + UF +...,"₹5,099","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 months domestic warranty']",3.8,4,1
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Zero B Zero-B Eco  12 L RO Water Purifier,"₹19,791","['Electrical & Storage', 'RO', '12 L Capacity', '1 Year Manufacturer Domestic Warranty on Electrical Parts Only excluding Membranes. Technician Visit, if applicable, will be free for the customer.']",none,none,none
LIVPURE LV-ZNGER-HR 6 L RO + UV + UF + Minerals Water Purifier,"₹16,990","['Electrical & Storage', 'RO + UV + UF + Minerals', '6 L Capacity', '1 YEAR MANUFACTURER WARRANTY']",5,1,1
Protek Atlas 12 L RO + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '1 Year Warranty on Electrical Parts & 6 Months Warranty on Filter`s']",none,none,none
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
Royal Aquafresh New CopperNY C 15 L RO + UV + UF + TDS Water Purifier,"₹5,085","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Six month OFFSITE WARRANTY ON MOTER AND SMPS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 450-600 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 9953991931 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",3.8,65,10
Aqua Fresh ALFA Model 12 L ALKALINE VITAMIN B12 + RO + UV + TDS+ALKALINE B12 anti bacterial fully auto...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Aqua Fresh RO+UV+ALKALINE 15 L RO + UV Water Purifier,"₹5,258","['Electrical & Storage', 'RO + UV', '15 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-)  All service will chargeable.""]",3.7,30,4
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aqua Fresh PRISM MINERAL+RO+UV+UF+TDS 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,249","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON PUMP & SMPS,INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 2 TO 4 Days for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed.']",3.7,35,8
aquadeal Fresh Copper Mineral RO 15 litre 15 L RO + MC Water Purifier,"₹5,699","['Electrical & Storage', 'RO + MC', '15 L Capacity', '12 months replacement of electrical part .installation charges & service customer care 720 620 3608']",4.2,36,6
KONVIO Carbon plus UF gravity 20 litres water filter purifier 20 L Gravity Based Water Purifier,"₹1,759","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', '6 month warranty against manufacturing defects']",3.5,22,1
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Aqua Fresh w COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,649","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON PUMP & SMPS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 2 TO 4 DAYS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed.']",3.9,21,5
Pureit by HUL Marvella with Fruit and Veg Purifier 8 L RO + UV Water Purifier,"₹16,199","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year Warranty on Manufacturing Defects']",4.2,44,7
super aqua Aqua Epic2 15 L RO + UV + UF + TDS Water Purifier,"₹4,869","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Warranty cover for 6 month ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR']",3.3,11,2
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Prestige PSWP 2.0_49002 18 L Gravity Based Water Purifier,"₹1,999","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', '1 Year Company Domestic Warranty']",3.7,290,53
Royal Aquafresh AQUA AUDI 121 LTRS 10 L RO + UV + UF + TDS Water Purifier,"₹5,020","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '• TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR\nCustomer care Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.7,283,60
Aqua Fresh DT audi purix MINERAL+RO+UV+UF+TDS 12 L 12 L RO + UV + UF + TDS Water Purifier (White) 12 L...,"₹5,448","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS']",none,none,none
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Aqua BLACK AUDI Model RO_UV_UF_TDS 12 L RO + UV + UF + TDS Water Purifier,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.8,18,2
Aqua Fresh DT EURO COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,598","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON PUMP & SMPS']",3.5,11,1
"Aqua AQU-SR-grand water filter RO UV UF TDS MINIRALS. 12ltrs storege tank. atu swich off, on, 70ltrs p...","₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Electrical parts only. smps. moter. sv. swich.']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Aqua Active Xtreme 9 L RO + UV + UF + IBT + Alkaline Water Purifier,"₹7,959","['Electrical & Storage', 'RO + UV + UF + IBT + Alkaline', '9 L Capacity', '2 year offsite warranty on electronic parts']",none,none,none
FABER Q-WA (RO+MAT) 9 L RO + MAT Water Purifier,"₹10,499","['Electrical & Storage', 'RO + MAT', '9 L Capacity', '1 year Warranty  on Product']",none,none,none
"Aquaultra 14L Gold RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV + UF...","₹4,898","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",4,6,1
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
Aqua Fresh ALFA W COPPER+ALKALINE+RO+UV+TDS 12 L WHITE AUTOMATIC ELECTRICAL BOREWELL 1500 TDS BEST HOM...,"₹5,499","['Electrical & Storage', 'RO + UV', '12 L Capacity', '6 MONTH OFFSITE WARRANTY']",none,none,none
Aquaultra C11D 9 L RO Water Purifier,"₹4,390","['Electrical & Storage', 'RO', '9 L Capacity', '12 month manufacturer warranty']",3.8,8,1
NASAKA Tulip S2 8 L RO + UV Water Purifier,"₹12,199","['Electrical & Storage', 'RO + UV', '8 L Capacity', '5 YEAR  DOMESTIC SERVICE WARRANTY']",3.8,6,1
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
Aquagrand Nexon + ro + uv + uf + TDS Controller 18 L RO + UV + UF + TDS Water Purifier,"₹5,320","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.9,52,11
Grand plus supreme GRN CRUX 12 L RO + UV + UF + TDS Water Purifier,"₹5,259","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã\x83Â\x83Ã\x82Â¢?Ã\x83Â\x82Ã\x82Â¢\tAll service will chargeable""]",3.8,24,5
Aqua Ultra C2T 13 L RO + UV + UF Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",3.9,7,2
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Aquaguard Aquaguard RO + UF 6 L RO + UF Water Purifier,"₹9,800","['Electrical & Storage', 'RO + UF', '6 L Capacity', '1 yr domestic warranty on body (if any leakage)']",3.9,135,26
KENT PRIDE + (11067) 8 L RO + UV + UF + TDS Water Purifier,"₹15,489","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 year warranty provided by the manufacturer from date of purchase']",4.3,7,0
Rk Aquafresh India AZ K300 2000Tds 12 L RO + UV + UF Water Purifier,"₹5,212","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', '3Month Warranty On All Electronic Items Except Uv Lamp For Every Visit Customer Need To Pay 350Rs to Exective For Any Details Please Call 1800 313 3660(10am-6pm Monday To Saturday).Installation Charges Are Extra@400Rs In Major Cities']",3.7,6,0
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Aqua Ultra C06 13 L RO + UV + UF Water Purifier,"₹4,799","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",none,none,none
KENT ACE+(11036) 7 L RO + UF Water Purifier,"₹14,999","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.2,"6,406","1,000"
Hindware EVOLET WR-19094UFT 9 L RO + UV + UF + TDS Water Purifier,"₹13,990","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation (6 Months for All Filters and 1 Year for R.O Membrane)']",3.8,5,2
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Aquaultra Aqua Ultra Pure Pro RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,889","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",none,none,none
KONVIO Gravity Water Purifier Filter  Non-Electric White and Blue 14 L 14 L UF Water Purifier,"₹1,899","['Non - Electrical & Storage', 'UF', '14 L Capacity', 'NA']",3.5,36,7
SAMTA NIVA DELUX 12 L RO + UV + UF Water Purifier,"₹5,699","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', '1 year replacement warranty on electrical part']",3.7,6,1
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Grand plus BLACK CANDY 15 L RO + UV + UF + TDS Water Purifier,"₹5,039","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",3.7,145,26
Aquagrand Plus OS R Candy AGP 17 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', ""Aquagrand plus is original name of ro system in India is a leader in uv water purification technology and has designed the Aquagrand plus online best water purifier system in India to meet demanding ISO 9001:2015 standards with the following features: the Aquagrand plus ro water purifier system's award winning design with low price list in Delhi ncr makes it the perfect solution to provide safe, from the dinner table to your next camping adventure, you can be sure that your family's health is our first priority. Bacteria and virus free: Aquagrand plus ro uv technology destroys microbes, bacteria, and viruses. The water quality is automatically monitored without any user interaction technology: we use latest and best ro+uf+uv+ mineral catridges+iron remover+tds adjuster technology to the various requirements of commercial and domestic products with 6 Month warranty. Purification capacity started from 10 ltr/hr to more than 50000 ltr/hr.""]",none,none,none
Aquagrand NYC BLACK MODEL ALKALINE VITAMIN B12 + RO + UV + UF + TDS+ALKALINE VITAMIN B12 + 12 L RO + U...,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.4,5,1
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
water solution 12 15 L RO + UV + UF + TDS Water Purifier,"₹5,888","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",4,5,1
EUREKA FORBES Aquaguard Reviva  + UV NXT MTDS 8.5 L RO Water Purifier,"₹18,390","['Electrical & Storage', 'RO', '8.5 L Capacity', 'NA']",5,6,2
LIVPURE Pep Plus 7 L RO + UV Water Purifier,"₹13,600","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'Manufacturer Warranty']",3.5,8,3
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
EUREKA FORBES reviva ro 8 L RO Water Purifier,"₹13,990","['Electrical & Storage', 'RO', '8 L Capacity', '1']",3,5,0
Kinsco Aqua Style 15 L RO + UV + UF + TDS Water Purifier,"₹5,309","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '12 months on smps/power supply only']",3.3,36,7
LG WW172EP 8 L RO + UV Water Purifier with Stainless Steel Tank,"₹12,999","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year Warranty on Product , Additional 9 Year Warrenty on Stainess Steel Tank .']",4.5,108,20
KENT Ace Extra 8 L RO + UV + UF + TDS Control + Alkaline + UV in Tank Water Purifier with Alkaline Wat...,"₹16,200","['Electrical & Storage', 'RO + UV + UF + TDS Control + Alkaline + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,001",373
Grand plus AQUA Green Nyc 12 L RO + UV + UF + TDS Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable""]",4.3,27,5
Aquaultra C20 13 L RO + UV + UF Water Purifier,"₹4,850","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",3.6,542,140
Aqua Ultra Glory01 RO+B12 Technology Water Purifier 12 L RO + MF Water Purifier,"₹5,450","['Electrical & Storage', 'RO + MF', '12 L Capacity', '12 month manufacturer warranty']",3.2,26,6
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"39,144","5,163"
Aquagrand 18 Ltr Copper Filter+ ro + uv + uf + tds Water Purifier + COPPER Filter + 18 L RO + UV + UF ...,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.5,35,3
LIVPURE Envy Plus 8 L RO + UV + UF Water Purifier,"₹16,499","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', '1 Year Manufacturer Warranty']",4.2,11,2
KENT GRAND+ ZERO WATER WASTAGE 9 L RO + UV + UF + TDS Water Purifier,"₹16,400","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty + 3 Years free service']",3.7,18,7
KENT ACE Plus 8 L RO + UV + UF + TDS Control + UV in Tank Water Purifier,"₹15,250","['Electrical & Storage', 'RO + UV + UF + TDS Control + UV in Tank', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"1,044",123
Aquatec Plus Advance plus 12 L RO + UV + UF + TDS Water Purifier,"₹8,698","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year Manufacturer Warranty.*']",4.3,"1,588",376
Ninki Fresh Aquaxfresh NYC 15 L RO + UV + UF + Minerals Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF + Minerals', '15 L Capacity', ""Water Purifier Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer (installation charge is RS. 500-700/-). If any problem occurs during warranty period Then buyer will make courier at seller or service center ( courier charges by customer) address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) and every visit will be chargeable after the installation (RS300/-) All service will chargeable.""]",none,none,none
CUCKOO CP-MN011P Drink Pure Alkaline Nano-Positive Water Purifier,"₹14,290","['Electrical & Non - Storage', 'Nano-Positive', '1 Year Warranty + 2 Years Extended Warranty.']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,335",428
Pureit Ultima Ex 10 L RO + UV Water Purifier,"₹20,690","['Electrical & Storage', 'RO + UV', '10 L Capacity', '1 Year Manufacturer Warranty']",3.7,38,12
Aqua ROYCE Model 12 L ALKALINE VITAMIN B12 + RO + UV + UF + TDS+ALKALINE VITAMIN B12 12 L RO + UV + UF...,"₹5,129","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
EUREKA FORBES GWPDRVE00000 8.5 L RO Water Purifier,"₹15,024","['Electrical & Storage', 'RO', '8.5 L Capacity', 'one year warranty for electrical faliure any damge is not covered under warranty.']",4.6,7,0
FABER FWP GALAXY PRO 7 L RO + MAT Water Purifier,"₹7,990","['Electrical & Storage', 'RO + MAT', '7 L Capacity', '1 year warranty on product']",3.5,12,1
KONVIO 2132021 14 L Gravity Based Water Purifier,"₹1,999","['Non - Electrical & Storage', 'Gravity Based', '14 L Capacity', 'Warranty applicable only on manufacturing defect']",3.5,4,0
KONVIO RO_UV_UF_TDS_With Active Copper Filter RO + UV + UF + TDS Water Purifier 12 L RO + UV + UF + TD...,"₹6,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year warranty on electrical parts.']",3.7,7,4
"Aquaultra 14L BlueSea RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV +...","₹4,989","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.8,33,8
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,403,49
